32-Cash Payment,,,,,TG CASH DEPOSIT 8:11 PM,,0,
32-Cash Payment,,,,,PHUB518428419  A BAIT ALSAREEA,,0,
32-Cash Payment,,,,,5620820003518,,0,
32-Cash Payment,,,,,50685555344  ABU FAISAL AUTO MOTIVE HID 1934835,,0,
32-Cash Payment,,,,,TAAMIYAH FOODSTUFF TRADING 000036,,0,
32-Cash Payment,,,,,CASH ADCB THUR TG101021674449,,0,
32-Cash Payment,,,,,CASH SENT THRU TG 101021721762,,0,
32-Cash Payment,,,,,TG 101022131369,,0,
32-Cash Payment,,,,,thrg tg,,0,
32-Cash Payment,,,,,PHUB518308898 01AUG2025 5620450001878,,0,
32-Cash Payment,,,,,TG CASH DEP 20:28,,0,
32-Cash Payment,,,,,TG CSH DPST DTD 01-08-2025 AT 21:49 PM,,0,
32-Cash Payment,,,,,CD TO ADCB THRG TG,,0,
32-Cash Payment,,,,,ref no 1 date 01/08/2025 salary,,0,
32-Cash Payment,,,,,AED DPST TO ADCB THR TG102012516173,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT 21:25 PM,,0,
32-Cash Payment,,,,,2 M THRU TG,,0,
32-Cash Payment,,,,,TG CSH DEP 21.54 PM,,0,
32-Cash Payment,,,,,50696828436 ranjit kedia,,0,
32-Cash Payment,,,,,TG DEPOSIT EX2542 DTD 01 AUG 2025,,0,
32-Cash Payment,,,,,MAHENDRA GUPTA 01.08.25,,0,
32-Cash Payment,,,,,"CARD: ABU FAISAL 5620160000805,  804 HID1934817",,0,
32-Cash Payment,,,,,PHUB518176570 DORSCH,,0,
32-Cash Payment,,,,,PHUB518176080 DORSCH,,0,
32-Cash Payment,,,,,ADCB DEPOSIT TG 102014166864,,0,
32-Cash Payment,,,,,004523 5620140000955,,0,
32-Cash Payment,,,,,01-08-25 000375 smart auto WPS,,0,
32-Cash Payment,,,,,01-08-25 000376 SMART AUTO WPS,,0,
32-Cash Payment,,,,,CHQ 100349-5620720000490-491-492,,0,
32-Cash Payment,,,,,tg cash deposit 101021684591,,0,
32-Cash Payment,,,,,PHUB517866481,,0,
32-Cash Payment,,,,,CD TO ADCB THRU TG,,0,
32-Cash Payment,,,,,000054  AL IKHTIYAR,,0,
32-Cash Payment,,,,,002293 SAM M,,0,
32-Cash Payment,,,,,PHUB518368302/STAR MARKET,,0,
32-Cash Payment,,,,,TGCASHDEP,,0,
840-WPS Cheque,,,,,0000-979386,,,
840-WPS Cheque,,,,,0000000-973141,,,
840-WPS Cheque,,,,,000000-995305,,,
840-WPS Cheque,,,,,00000-984531,,,
840-WPS Cheque,,,,,000000-988210,,,
840-WPS Cheque,,,,,00000-940747,,,
840-WPS Cheque,,,,,000000001-988321,,,
840-WPS Cheque,,,,,00000-995718,,,
840-WPS Cheque,,,,,000-988966,,,
840-WPS Cheque,,,,,000000-945476,,,
840-WPS Cheque,,,,,00000-975423,,,
840-WPS Cheque,,,,,0000000000 0-970701,,,
840-WPS Cheque,,,,,00000-989462,,,
840-WPS Cheque,,,,,00000-995470,,,
840-WPS Cheque,,,,,0000-998407,,,
840-WPS Cheque,,,,,000000-998565,,,
840-WPS Cheque,,,,,0000-993669,,,
840-WPS Cheque,,,,,000000-940669,,,
840-WPS Cheque,,,,,001148-977617,,,
840-WPS Cheque,,,,,000001-997098,,,
840-WPS Cheque,,,,,595291-989989,,,
840-WPS Cheque,,,,,202589-991497,,,
840-WPS Cheque,,,,,001181-997874,,,
840-WPS Cheque,,,,,00000-978869,,,
840-WPS Cheque,,,,,002027-994606,,,
840-WPS Cheque,,,,,000055-994606,,,
840-WPS Cheque,,,,,00000-988599,,,
840-WPS Cheque,,,,,603582-985704,,,
840-WPS Cheque,,,,,00000-994693,,,
840-WPS Cheque,,,,,000723-987688,,,
840-WPS Cheque,,,,,001010-987688,,,
840-WPS Cheque,,,,,0000-988993,,,
840-WPS Cheque,,,,,00-942371,,,
840-WPS Cheque,,,,,000-942371,,,
840-WPS Cheque,,,,,000-997301,,,
840-WPS Cheque,,,,,00321-946214,,,
840-WPS Cheque,,,,,00-944381,,,
840-WPS Cheque,,,,,00-998302,,,
840-WPS Cheque,,,,,000-997911,,,
840-WPS Cheque,,,,,00000-971402,,,
840-WPS Cheque,,,,,00000-981552,,,
840-WPS Cheque,,,,,000-992137,,,
840-WPS Cheque,,,,,00-947107,,,
840-WPS Cheque,,,,,0000-987664,,,
840-WPS Cheque,,,,,00-945939,,,
840-WPS Cheque,,,,,000000-948084,,,
840-WPS Cheque,,,,,00000-987222,,,
840-WPS Cheque,,,,,00000-941950,,,
840-WPS Cheque,,,,,0000-987528,,,
840-WPS Cheque,,,,,00000-986968,,,
840-WPS Cheque,,,,,013649-998878,,,
840-WPS Cheque,,,,,0000-992161,,,
840-WPS Cheque,,,,,00-994965,,,
840-WPS Cheque,,,,,00000-991398,,,
840-WPS Cheque,,,,,00000-992918,,,
840-WPS Cheque,,,,,0000-993753,,,
840-WPS Cheque,,,,,000000-993753,,,
840-WPS Cheque,,,,,000000-987363,,,
840-WPS Cheque,,,,,00000-987363,,,
840-WPS Cheque,,,,,00-991729,,,
840-WPS Cheque,,,,,00000000-970889,,,
840-WPS Cheque,,,,,000-947282,,,
840-WPS Cheque,,,,,00-987143,,,
840-WPS Cheque,,,,,00-995583,,,
840-WPS Cheque,,,,,00000-944541,,,
840-WPS Cheque,,,,,00-946905,,,
840-WPS Cheque,,,,,00-948004,,,
840-WPS Cheque,,,,,00000-940665,,,
840-WPS Cheque,,,,,0000-987363,,,
840-WPS Cheque,,,,,0000-984937,,,
840-WPS Cheque,,,,,00000-984714,,,
840-WPS Cheque,,,,,00-979633,,,
840-WPS Cheque,,,,,0000-947638,,,
840-WPS Cheque,,,,,00-944283,,,
840-WPS Cheque,,,,,0000-945500,,,
840-WPS Cheque,,,,,00000-989495,,,
840-WPS Cheque,,,,,00-943357,,,
840-WPS Cheque,,,,,0000-999755,,,
840-WPS Cheque,,,,,281376-977453,,,
840-WPS Cheque,,,,,00000-984855,,,
53-Cheque Deposit,,,,,000322-5610770624563-31/07/25,,0,
53-Cheque Deposit,,,,,000326-5610770624566-31/07/25,,0,
53-Cheque Deposit,,,,,000030-5610610597878-30/07/25,,0,
53-Cheque Deposit,,,,,AHMED-5610580509282-01/08/25,,0,
53-Cheque Deposit,,,,,009960-5610700620537-31/07/25,,0,
53-Cheque Deposit,,,,,205644-CHQ 205644/MUHAMMAD/02-08-2025-01/08/25,,0,
53-Cheque Deposit,,,,,000097-5610440658904-31/07/25,,0,
53-Cheque Deposit,,,,,OSAMAH-5610140794645-01/08/25,,0,
53-Cheque Deposit,,,,,FT25214D2243-5610160696300-02/08/25,,0,
53-Cheque Deposit,,,,,c2353g-5610770624701-01/08/25,,0,
53-Cheque Deposit,,,,,25237602-5610770624716-02/08/25,,0,
53-Cheque Deposit,,,,,FATMA-5610720691155-02/08/25,,0,
53-Cheque Deposit,,,,,049298525214-5610170454690-02/08/25,,0,
53-Cheque Deposit,,,,,FT25214J3H3C-5610170454693-02/08/25,,0,
53-Cheque Deposit,,,,,000145-5610340566862-31/07/25,,0,
53-Cheque Deposit,,,,,NASSER-5610140794663-02/08/25,,0,
53-Cheque Deposit,,,,,001045-5610270500004-01/08/25,,0,
53-Cheque Deposit,,,,,JOPPU-5610140794675-02/08/25,,0,
53-Cheque Deposit,,,,,000337-5610440658943-01/08/25,,0,
53-Cheque Deposit,,,,,"RAO-5610140794683, 5610140794684-02/08/25",,0,
53-Cheque Deposit,,,,,"RAO-5610140794683, 5610140794684-02/08/25",,0,
53-Cheque Deposit,,,,,EXCELLENCE-PHUB518706183/EXCELLENCE/02-Aug-2025-01/08/25,,0,
53-Cheque Deposit,,,,,DA59-5610630326278-02/08/25,,0,
53-Cheque Deposit,,,,,070603-5610340566848-31/07/25,,0,
53-Cheque Deposit,,,,,FATMA-5610720691156-02/08/25,,0,
53-Cheque Deposit,,,,,000192-5610330819282-01/08/25,,0,
53-Cheque Deposit,,,,,100321--01/08/25,,0,
209-CENTRAL BANK TRF,,,,,From: 110102  / To: 110128,,50388913.21,
209-CENTRAL BANK TRF,,,,,From: 112375  / To: 110102,,0,
209-CENTRAL BANK TRF,,,,,From: 112350  / To: 110102,,0,
209-CENTRAL BANK TRF,,,,,From: 112375  / To: 110102,,0,
31-Cash Receipt,,,,,aed from adcb,,2000000,
32-Cash Payment,,,,,AGAINST PHUB518558206,,0,
32-Cash Payment,,,,,50692241848,,0,
32-Cash Payment,,,,,50692210284,,0,
32-Cash Payment,,,,,63,,0,
32-Cash Payment,,,,,50672948510 AL SALAM BLDG,,0,
32-Cash Payment,,,,,50705557334 5620440005742,,0,
32-Cash Payment,,,,,204011011  5622230002965-2966,,0,
32-Cash Payment,,,,,50706196855 RIZWAN,,0,
32-Cash Payment,,,,,50696122983/NIRMAL,,0,
32-Cash Payment,,,,,TG DEPOSIT 12.15PM,,0,
32-Cash Payment,,,,,50690442632,,0,
32-Cash Payment,,,,,PHUB518703205,,0,
32-Cash Payment,,,,,5620440005743 50699900629,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT@12:55,,0,
32-Cash Payment,,,,,PHUB518216006,,0,
32-Cash Payment,,,,,PHUB518178183,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT TIME 13:30,,0,
32-Cash Payment,,,,,PHUB518760755 MOHAMMAD HUSSEIN,,0,
32-Cash Payment,,,,,TG CASH DEP 13:37,,0,
32-Cash Payment,,,,,PHUB517539668 siam,,0,
32-Cash Payment,,,,,PHUB518403102,,0,
32-Cash Payment,,,,,PHUB518801717 02-08-25 NAJIMAT AL IBDAA,,0,
32-Cash Payment,,,,,PHUB517048794 30-07-25 BLUE OCEAN,,0,
32-Cash Payment,,,,,000202 01-08-2025 AL HADI,,0,
32-Cash Payment,,,,,100756 01-08-2025 SEVEN STARS,,0,
32-Cash Payment,,,,,113,,0,
32-Cash Payment,,,,,PHUB518792311 5620890004866 02-08-2025,,0,
32-Cash Payment,,,,,PHUB518789207 HAMZA AHMED,,0,
32-Cash Payment,,,,,PHUB517430620 31-07-25 NAJIMAT AL IBDAA,,0,
32-Cash Payment,,,,,PHUB518336378 01-08-25 FISCHER PANDA,,0,
32-Cash Payment,,,,,BADAZAYED TG DEP 14 49 PM,,0,
32-Cash Payment,,,,,CHQ NO 000792 DT 01.08.26 AL BURAIMI 603530182,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT @ 03:02 PM,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT 03:27 PM,,0,
32-Cash Payment,,,,,TG CASH DEPOSITED@3.23PM,,0,
32-Cash Payment,,,,,CASH DEPOSIT TO ADCB TG 101021646443,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT @ 03:15 PM,,0,
32-Cash Payment,,,,,CASH DEPST THRU TG,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT GHAYATHI MALL @ 15.52,,0,
32-Cash Payment,,,,,TG cash dep @15.31,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT AT 15:00,,0,
32-Cash Payment,,,,,PHUB518476179 01-Aug-2025,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT @ 17:23,,0,
32-Cash Payment,,,,,TG FUNDING,,0,
32-Cash Payment,,,,,adcb cash deposit thru TG,,0,
32-Cash Payment,,,,,THROUGH TG 102013847889,,0,
32-Cash Payment,,,,,PHUB518634535,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT - 02AUG2025 - 17:43,,0,
32-Cash Payment,,,,,102014029434,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT 02-08-2025,,0,
32-Cash Payment,,,,,50717155482,,0,
32-Cash Payment,,,,,5620590008305 020825 50716774540,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT SLIP MARFA BR-02-08-2025,,0,
32-Cash Payment,,,,,RVSL  530PA3D5EDE9634D,,0,
32-Cash Payment,,,,,AED TOADCB THRG TG,,0,
32-Cash Payment,,,,,PHUB518933445 PROBE INTERIORS WPS,,0,
32-Cash Payment,,,,,PHUB518936085 PROBE ELECTRICAL WPS,,0,
32-Cash Payment,,,,,5620530000222/PHUB518924312,,0,
32-Cash Payment,,,,,TG DEPOSIT 102014043116,,0,
32-Cash Payment,,,,,TG CASH DEPT AT 19:45,,0,
32-Cash Payment,,,,,TG CASH DEP 101021684592,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT,,0,
32-Cash Payment,,,,,02082025 PHUB518777817 5620270008484,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT MBZ @ 20:06,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT 7:50 PM,,0,
32-Cash Payment,,,,,5620820003526,,0,
32-Cash Payment,,,,,ADCB DEP THRU TG,,0,
32-Cash Payment,,,,,TG CASH DEP 14:18,,0,
32-Cash Payment,,,,,CASH DEPOSIT ADCB THRU TG,,0,
32-Cash Payment,,,,,TG DEPOSIT 20:28,,0,
32-Cash Payment,,,,,503393,,0,
32-Cash Payment,,,,,tg cash deposit 20:11pm,,0,
32-Cash Payment,,,,,500174,,0,
32-Cash Payment,,,,,101021702915 CASH DP TO ADCB THRU TG,,0,
32-Cash Payment,,,,,002319 02AUG2025 DUBAI SKY,,0,
32-Cash Payment,,,,,TG CASH DPT DTD 02-08-2025 TM 8.37 PM,,0,
32-Cash Payment,,,,,TG DEPOSIT BAGO NO101021992571,,0,
